"gene.id","ENSEMBL","ENTREZID","SYMBOL","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"ENSG00000004468","ENSG00000004468","952","CD38",0.236058755520624,4.04332070726139,0.98121074481027,0.345513229266853,0.556578296229866,-6.28375113140466
"ENSG00000076770","ENSG00000076685","22978","NT5C2",-0.660968318545133,5.67111190848649,-3.6766510209502,0.00307678791520757,0.0553963830333448,-2.10580921452788
"ENSG00000103512","ENSG00000103485","23475","QPRT",0.169385314573129,6.64392736263894,0.947356663980743,0.361812061752143,0.57189175563011,-6.53537126584331
"ENSG00000105877","ENSG00000105835","10135","NAMPT",1.80471792020078,0.0774030734507251,2.42407347377556,0.0317436197919969,0.153701109816194,-3.49609780335364
"ENSG00000125637","ENSG00000125458","30833","NT5C",0.808261407902861,7.1060773589943,3.96478001219917,0.00181323030324307,0.0452367562665238,-1.61201108486423
"ENSG00000135441","ENSG00000135318","4907","NT5E",0.168834739050555,4.30832700343372,1.00255368632583,0.335512361975392,0.547277258000272,-6.30413912276598
"ENSG00000138496","ENSG00000138356","316","AOX1",-0.518023117425586,5.54240432773761,-0.965862485404341,0.352836275287469,0.563370440481171,-6.45738749597923
"ENSG00000142082","ENSG00000141698","115024","NT5C3B",-0.0670953773882697,3.11699815577493,-0.244388165960515,0.810984738754739,0.89952290543358,-6.54478437902663
"ENSG00000148248","ENSG00000147813","93100","NAPRT",0.653609700983116,7.62949634329015,2.98577801979526,0.0111619682690175,0.0964048078614844,-3.42457957896619
"ENSG00000153029","ENSG00000152620","133686","NADK2",-0.412422231880072,4.8147408336965,-1.92145231606116,0.0782997361089327,0.24117456185256,-5.16148064206837
"ENSG00000154721","ENSG00000154269","5169","ENPP3",0.83547717690035,-1.08513934937644,1.21337837866876,0.247913879462614,0.460161844229882,-4.99589624285457
"ENSG00000164032","ENSG00000163864","349565","NMNAT3",0.707492358963264,6.7013060858468,2.07240514552389,0.0600145299876918,0.210221503874875,-5.03639186965288
"ENSG00000173950","ENSG00000173614","64802","NMNAT1",0.634355319136338,2.83038690608228,2.44216146304247,0.0307051542874933,0.151000830710835,-3.96686799924385
"ENSG00000185298","ENSG00000185013","93034","NT5C1B",0.436585608988282,4.45929916846532,2.19402547247186,0.0482657026064205,0.18789036073664,-4.6821485340971
