"gene.id","ENSEMBL","ENTREZID","SYMBOL","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"ENSG00000001167","ENSG00000001167","4800","NFYA",0.0798717242614528,6.36019115335919,0.438200769806544,0.668885519521435,0.999935043429934,-6.55621875229786
"ENSG00000010626","ENSG00000010610","920","CD4",-0.0465677620834267,1.28968152391999,-0.102461118552572,0.920052573585111,0.999935043429934,-5.74112447750001
"ENSG00000064601","ENSG00000064490","8625","RFXANK",0.159948437954904,5.0057592512848,1.01269126772552,0.330836275794642,0.999935043429934,-5.98032280180512
"ENSG00000080854","ENSG00000080824","3320","HSP90AA1",-0.744176292438081,3.69617928606877,-1.86625101038815,0.0861761449143665,0.999935043429934,-4.65125298717281
"ENSG00000100628","ENSG00000100600","5641","LGMN",0.0702226465363379,-1.1112642101912,0.0708229976572071,0.94468430762513,0.999935043429934,-5.1176215179516
"ENSG00000100979","ENSG00000100911","5721","PSME2",-1.32938655763907,-1.64548846743005,-1.28394694185895,0.222966776791856,0.999935043429934,-4.59179835852242
"ENSG00000110074","ENSG00000109971","3312","HSPA8",-0.284860314549112,3.35863184880438,-0.952539912859556,0.359281931868546,0.999935043429934,-5.7147487952859
"ENSG00000121057","ENSG00000120837","4801","NFYB",-0.106761019312383,5.98094862758298,-0.806268573990278,0.435495723562681,0.999935043429934,-6.32002059750576
"ENSG00000127080","ENSG00000126803","3306","HSPA2",-0.00747783674662676,4.00138508935438,-0.0395711638734133,0.969074064016743,0.999935043429934,-6.43445156455617
"ENSG00000127366","ENSG00000127022","821","CANX",-0.402300978486886,-0.869938570740328,-0.783367866117578,0.448325457042397,0.999935043429934,-5.09938363823297
"ENSG00000133318","ENSG00000133111","5994","RFXAP",0.0366553478280305,5.58208815777882,0.237945334926653,0.815865775846484,0.999935043429934,-6.59103084171585
"ENSG00000134758","ENSG00000134539","3824","KLRD1",-0.0473923752691412,6.47889853235963,-0.239144323466205,0.814956814940865,0.999935043429934,-6.62681540974376
"ENSG00000134759","ENSG00000134545","3821","KLRC1",0.0214474418129093,6.32271109387672,0.164772349731822,0.871816961323103,0.999935043429934,-6.64339456213518
"ENSG00000143537","ENSG00000143390","5993","RFX5",-0.0609480876571128,3.31678802748618,-0.170327786555532,0.867539391784744,0.999935043429934,-6.18765673512088
"ENSG00000154079","ENSG00000153563","925","CD8A",-0.525671692848233,1.43820560161776,-1.54960193292162,0.146732591561743,0.999935043429934,-4.70922481859788
"ENSG00000163348","ENSG00000163131","1520","CTSS",0.190393265576207,5.49553567805284,0.70952548104501,0.491313127584283,0.999935043429934,-6.35205592040136
"ENSG00000166913","ENSG00000166710","567","B2M",-0.141937320532632,9.03148761092119,-0.743264744825507,0.471367712059884,0.999935043429934,-6.36323871369032
"ENSG00000167272","ENSG00000167004","2923","PDIA3",-0.0104539195720032,3.7754993969523,-0.0575158828333856,0.955063891353258,0.999935043429934,-6.3534698022135
"ENSG00000167792","ENSG00000167633","3811","KIR3DL1",0.0320606440998425,5.63615090390306,0.139897340042586,0.891020087015983,0.999935043429934,-6.58266459493027
"ENSG00000168653","ENSG00000168394","6890","TAP1",0.107390220078673,6.0412685827022,0.62508959515649,0.543406763068263,0.999935043429934,-6.44730130183499
"ENSG00000173402","ENSG00000173110","3310","HSPA6",-0.0277353516749319,4.4650711172738,-0.185928299175214,0.855551112054885,0.999935043429934,-6.4712737786175
"ENSG00000197054","ENSG00000196735","3117","HLA-DQA1",-0.764472512436653,1.24674187511521,-1.32700672317403,0.208764049310392,0.999935043429934,-4.98421602089068
"ENSG00000198755","ENSG00000198502","3127","HLA-DRB5",-0.016993989297942,9.97874360642075,-0.128481323505036,0.899858042243461,0.999935043429934,-6.63247855244888
"ENSG00000204482","ENSG00000204252","3111","HLA-DOA",-0.483969698498709,1.50971829704183,-1.3918237231668,0.188786126408398,0.999935043429934,-4.91740689252585
"ENSG00000204516","ENSG00000204267","6891","TAP2",0.0319746602447595,3.94550201499449,0.18499245413459,0.856269240139081,0.999935043429934,-6.31994929283809
"ENSG00000204622","ENSG00000204389","3303","HSPA1A",0.251842703267856,2.99408041156279,0.542023606723608,0.597545697200437,0.999935043429934,-6.14019282144266
"ENSG00000204623","ENSG00000204390","3305","HSPA1L",-0.421333002986845,2.83369550034612,-1.63606491570741,0.127299955140997,0.999935043429934,-4.90209277281344
"ENSG00000206527","ENSG00000205809","3822","KLRC2",-0.0888688471029706,6.19275824058323,-0.626195117950174,0.542705107270207,0.999935043429934,-6.4490313034394
"ENSG00000206530","ENSG00000205810","3823","KLRC3",0.569553163341008,1.81799214082746,1.13896570751304,0.276549273691846,0.999935043429934,-5.26710072158018
