"gene.id","ENSEMBL","ENTREZID","SYMBOL","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"ENSG00000029639","ENSG00000029559","3381","IBSP",-0.25201937085764,3.23065165778233,-1.40113460801782,0.186050767385284,0.999935043429934,-5.27198126503886
"ENSG00000068697","ENSG00000068615","65055","REEP1",-0.0941293512010919,5.79625996076363,-0.805478670525096,0.435934249340859,0.999935043429934,-6.31446100394785
"ENSG00000069702","ENSG00000069535","4129","MAOB",-0.930001649245197,4.23729922322625,-4.90139835847442,0.00034609825148175,0.0695261564804268,0.43224273606149
"ENSG00000075131","ENSG00000075043","3785","KCNQ2",0.0703196658350556,4.11785398073496,0.259045952746889,0.799911233041993,0.999935043429934,-6.44220232984611
"ENSG00000080200","ENSG00000080031","5794","PTPRH",-0.415135244576057,2.68760588416708,-1.1693929904255,0.264545714881671,0.999935043429934,-5.50360446340091
"ENSG00000085719","ENSG00000085563","5243","ABCB1",0.0566983336091741,6.72477988294927,0.412417211872457,0.687175694047372,0.999935043429934,-6.56776879377487
"ENSG00000088826","ENSG00000088756","79822","ARHGAP28",2.15830496928222,-1.12517657546574,3.53920156452879,0.003968880750152,0.274839120822656,-1.99220363029544
"ENSG00000089127","ENSG00000089091","55184","DZANK1",-0.367071365044587,1.5596562868811,-0.623921407535331,0.5441487436528,0.999935043429934,-5.61399619716113
"ENSG00000089351","ENSG00000089250","4842","NOS1",0.060475746781693,5.40431961672906,0.285794961867202,0.779821194879674,0.999935043429934,-6.54555189958708
"ENSG00000092439","ENSG00000092295","7051","TGM1",0.0154001680940096,7.79209556493606,0.115279112250573,0.910096215692568,0.999935043429934,-6.64525527000719
"ENSG00000095485","ENSG00000095370","10044","SH2D3C",-0.0529960515319793,5.24097796360297,-0.329359340893817,0.747459783695705,0.999935043429934,-6.55248044856403
"ENSG00000100162","ENSG00000100146","6663","SOX10",-0.401284523588335,-0.117405209037637,-0.493699806644437,0.630270682372915,0.999935043429934,-5.34345184225783
"ENSG00000100284","ENSG00000100249","25770","C22orf31",-0.102627011046846,4.77645344961854,-0.619451526140177,0.546993045019875,0.999935043429934,-6.35191807615396
"ENSG00000101452","ENSG00000101440","434","ASIP",-0.182154582180973,4.01200941962373,-1.19144964521087,0.256100028310426,0.999935043429934,-5.73778432081972
