"gene.id","ENSEMBL","ENTREZID","SYMBOL","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"ENSG00000005206","ENSG00000005194","57019","CIAPIN1",0.523358165921759,3.27264994003546,1.0987813983761,0.293036861875738,0.999935043429934,-5.65065009303393
"ENSG00000013523","ENSG00000013503","55703","POLR3B",-0.0695338114709515,5.00607125445842,-0.354126089337931,0.729278666963508,0.999935043429934,-6.52262505528699
"ENSG00000022567","ENSG00000022556","55655","NLRP2",0.0160702707390682,4.37058806293099,0.0987284303138106,0.922954670377038,0.999935043429934,-6.51223627168857
"ENSG00000047188","ENSG00000047056","22884","WDR37",-0.0245603551765554,6.10047431826841,-0.156462455692747,0.878223255810361,0.999935043429934,-6.64397112661084
"ENSG00000064102","ENSG00000063978","6047","RNF4",-0.139247748970667,5.32878572867322,-0.579208880686694,0.57296900617614,0.999935043429934,-6.43708008326164
"ENSG00000066933","ENSG00000066855","9650","MTFR1",-0.203713472975814,6.37358061847589,-1.17889767244387,0.26088010016916,0.999935043429934,-5.95789689636772
"ENSG00000067601","ENSG00000067533","51018","RRP15",-0.164711998800307,0.511051313147595,-0.468258807055022,0.647839987557611,0.999935043429934,-5.56758896887478
"ENSG00000070718","ENSG00000070610","57704","GBA2",-0.258512371570805,5.96138232952119,-0.75899438881671,0.462243093378069,0.999935043429934,-6.35698055340718
"ENSG00000070785","ENSG00000070761","29105","CFAP20",-0.173212076321501,4.57565609327981,-0.782230724494837,0.448968772833732,0.999935043429934,-6.24321600682986
"ENSG00000071537","ENSG00000071246","22846","VASH1",-0.201672233856448,7.65834289562509,-0.889262142038796,0.391029017509599,0.999935043429934,-6.24513384560341
"ENSG00000072609","ENSG00000072506","3028","HSD17B10",0.123559432801317,5.11576037471993,0.797236253461246,0.440527233468908,0.999935043429934,-6.26653572032126
"ENSG00000073910","ENSG00000073849","6480","ST6GAL1",-0.745342115613619,3.8594930895439,-0.620001511028275,0.546642628421613,0.999935043429934,-6.23974469812423
"ENSG00000100294","ENSG00000100271","25809","TTLL1",0.315206694410374,2.61390374047709,1.11788634441795,0.285107403944549,0.999935043429934,-5.55656088780462
"ENSG00000100364","ENSG00000100347","25813","SAMM50",0.258422151017111,5.69105028940541,1.55856456075412,0.144605610855522,0.999935043429934,-5.46606335104489
