"G03_G02_T03.gene.id","G03_G02_T03.ENSEMBL","G03_G02_T03.ENTREZID","G03_G02_T03.SYMBOL","G03_G02_T03.logFC","G03_G02_T03.AveExpr","G03_G02_T03.t","G03_G02_T03.P.Value","G03_G02_T03.adj.P.Val","G03_G02_T03.B","G03_G02_T04.gene.id","G03_G02_T04.ENSEMBL","G03_G02_T04.ENTREZID","G03_G02_T04.SYMBOL","G03_G02_T04.logFC","G03_G02_T04.AveExpr","G03_G02_T04.t","G03_G02_T04.P.Value","G03_G02_T04.adj.P.Val","G03_G02_T04.B"
"ENSG00000004468","ENSG00000004468","952","CD38",-0.43749957961205,4.04332070726139,-1.86968491405075,0.0856658831411226,0.999935043429934,-4.83461174185819,"ENSG00000004468","ENSG00000004468","952","CD38",0.236058755520624,4.04332070726139,0.98121074481027,0.345513229266853,0.556578296229866,-6.28375113140466
"ENSG00000008441","ENSG00000008438","8993","PGLYRP1",-0.0795274272957397,4.40439114406265,-0.280675304586951,0.783654058323946,0.999935043429934,-6.48983099694146,"ENSG00000008441","ENSG00000008438","8993","PGLYRP1",-0.082956429078714,4.40439114406265,-0.277905959996565,0.785729820882618,0.883898722035774,-6.79380544326601
"ENSG00000012232","ENSG00000012223","4057","LTF",-0.109417162842715,4.8657463741588,-0.619321391224025,0.547075977322614,0.999935043429934,-6.32667553179899,"ENSG00000012232","ENSG00000012223","4057","LTF",0.0788964398984425,4.8657463741588,0.454796921471968,0.657227758127009,0.801158045810778,-6.78991356384219
"ENSG00000044446","ENSG00000044115","1495","CTNNA1",-0.271112680963155,4.81372129313007,-1.87896360785037,0.0843008259709615,0.999935043429934,-4.90764747260933,"ENSG00000044446","ENSG00000044115","1495","CTNNA1",-0.298052044979463,4.81372129313007,-2.04905609221589,0.0625563009350186,0.215268134298345,-4.96474848251582
"ENSG00000055070","ENSG00000054983","2581","GALC",0.0360749012046505,7.776945474134,0.166603954746802,0.870406189970278,0.999935043429934,-6.63663270279072,"ENSG00000055070","ENSG00000054983","2581","GALC",0.586999941696835,7.776945474134,2.71222024872432,0.0186148506577958,0.120959886325535,-3.92500631425926
"ENSG00000073861","ENSG00000073792","10644","IGF2BP2",0.0603123711790461,3.61858243162287,0.108731698277639,0.915180034571466,0.999935043429934,-6.36242030930012,"ENSG00000073861","ENSG00000073792","10644","IGF2BP2",0.997375558894435,3.61858243162287,1.75033014802444,0.105099555232662,0.281113294948081,-5.24121868242115
"ENSG00000078487","ENSG00000078399","3205","HOXA9",-0.12075007265815,2.50229636483327,-0.46552897839268,0.64973863524943,0.999935043429934,-5.96086113951053,"ENSG00000078487","ENSG00000078399","3205","HOXA9",-0.686109493615617,2.50229636483327,-2.71653396257197,0.0184657785725764,0.120258768299867,-3.41913766438964
"ENSG00000078674","ENSG00000078596","9452","ITM2A",-0.0541053178752751,7.53478929387089,-0.281160984684658,0.783290194987215,0.999935043429934,-6.61019276471014,"ENSG00000078674","ENSG00000078596","9452","ITM2A",-0.418852381100772,7.53478929387089,-2.17067571268844,0.0503385408556932,0.191581119881033,-4.8705114091407
"ENSG00000106299","ENSG00000106211","3315","HSPB1",0.105910727598742,4.33502845159002,0.726575595032351,0.481170367116658,0.999935043429934,-6.23770381255277,"ENSG00000106299","ENSG00000106211","3315","HSPB1",-0.419194651740865,4.33502845159002,-2.75178820448291,0.0172906857251232,0.116584179724843,-3.68228127321044
"ENSG00000107890","ENSG00000107819","81855","SFXN3",-0.197945537729121,3.92709741758385,-0.862359850141299,0.405092515265807,0.999935043429934,-6.02751239763141,"ENSG00000107890","ENSG00000107819","81855","SFXN3",-0.505123341503245,3.92709741758385,-2.18453646910929,0.0490981671048534,0.189364830831796,-4.60878352529594
"ENSG00000111731","ENSG00000111676","1822","ATN1",-0.133444314010135,5.7708600687891,-1.05273838946837,0.312829226186442,0.999935043429934,-6.07305254946846,"ENSG00000111731","ENSG00000111676","1822","ATN1",-0.57876474270482,5.7708600687891,-4.48982308626794,0.000707151176749915,0.031829962390401,-0.62755078434785
"ENSG00000118496","ENSG00000118276","9331","B4GALT6",-0.0133346066079731,4.45574511943768,-0.0751359780126937,0.941322345130313,0.999935043429934,-6.54050777759397,"ENSG00000118496","ENSG00000118276","9331","B4GALT6",-0.0884714287380764,4.45574511943768,-0.4699527972349,0.646663080523461,0.793772403873182,-6.72333466836371
"ENSG00000124602","ENSG00000124469","1088","CEACAM8",0.0413645394725381,0.111375976313151,0.0789605164896313,0.938342105643684,0.999935043429934,-5.49937618046994,"ENSG00000124602","ENSG00000124469","1088","CEACAM8",-0.899209895160555,0.111375976313151,-1.8528857876574,0.0881885455933094,0.256989678555403,-4.39071433000925
"ENSG00000131779","ENSG00000131507","80762","NDFIP1",-0.19106378427839,4.51418586405751,-0.980320332887179,0.345935066519703,0.999935043429934,-6.01198765923878,"ENSG00000131779","ENSG00000131507","80762","NDFIP1",0.216219712473751,4.51418586405751,1.1107575617709,0.288046889029341,0.503662444690031,-6.22835555996353
"ENSG00000148690","ENSG00000148346","3934","LCN2",-0.16305421947124,4.25283186888553,-0.9748136713467,0.348552085208782,0.999935043429934,-5.96763497123631,"ENSG00000148690","ENSG00000148346","3934","LCN2",-0.371755545957645,4.25283186888553,-2.23888933036877,0.044507336877909,0.179734079876525,-4.57152934841092
"ENSG00000155903","ENSG00000155380","6566","SLC16A1",-0.554597467812498,6.8735707535364,-3.30964843192116,0.00608723866957556,0.339848256180135,-2.52015583918588,"ENSG00000155903","ENSG00000155380","6566","SLC16A1",-0.663234599616429,6.8735707535364,-3.91255861823045,0.00199449203954412,0.0465496588254057,-1.6983348887459
