"G03_G02_T03.gene.id","G03_G02_T03.ENSEMBL","G03_G02_T03.ENTREZID","G03_G02_T03.SYMBOL","G03_G02_T03.logFC","G03_G02_T03.AveExpr","G03_G02_T03.t","G03_G02_T03.P.Value","G03_G02_T03.adj.P.Val","G03_G02_T03.B","G03_G02_T04.gene.id","G03_G02_T04.ENSEMBL","G03_G02_T04.ENTREZID","G03_G02_T04.SYMBOL","G03_G02_T04.logFC","G03_G02_T04.AveExpr","G03_G02_T04.t","G03_G02_T04.P.Value","G03_G02_T04.adj.P.Val","G03_G02_T04.B"
"ENSG00000014824","ENSG00000014641","4190","MDH1",-0.114586768686198,5.29909563430211,-0.759997756536884,0.461664836400069,0.999935043429934,-6.30165227371004,"ENSG00000014824","ENSG00000014641","4190","MDH1",-0.172060636768526,5.29909563430211,-1.12857539454282,0.28074277125948,0.495779787543338,-6.296968981086
"ENSG00000065911","ENSG00000065833","4199","ME1",-0.0295215188252228,7.99388285719339,-0.0774213976710399,0.939541336694405,0.999935043429934,-6.64986030585381,"ENSG00000065911","ENSG00000065833","4199","ME1",0.79356275332347,7.99388285719339,2.08061430605402,0.0591439937084024,0.208419800773693,-5.02329590569967
"ENSG00000067365","ENSG00000067225","5315","PKM",-0.0549633207773061,2.71418280923213,-0.237870512822833,0.815922508235256,0.999935043429934,-6.14333181857039,"ENSG00000067365","ENSG00000067225","5315","PKM",-0.0701592071317318,2.71418280923213,-0.296518359262316,0.77181268694392,0.876348488920607,-6.45244732943895
"ENSG00000076650","ENSG00000076555","32","ACACB",0.0909805434818005,3.97291306516387,0.571997758439479,0.577692612397537,0.999935043429934,-6.264914412697,"ENSG00000076650","ENSG00000076555","32","ACACB",0.032570116540793,3.97291306516387,0.200131413260648,0.844669161450596,0.9167358987718,-6.74510788811438
"ENSG00000082269","ENSG00000082212","4200","ME2",0.01676926948509,3.01828610586281,0.0823523931065631,0.935699826896735,0.999935043429934,-6.18833622594121,"ENSG00000082269","ENSG00000082212","4200","ME2",-0.357769242348668,3.01828610586281,-1.79704136716853,0.0970654627874743,0.269362286925264,-5.04776047203873
"ENSG00000091317","ENSG00000091140","1738","DLD",0.024513039023823,7.11685305290443,0.168428181638881,0.8690015633076,0.999935043429934,-6.6382008602337,"ENSG00000091317","ENSG00000091140","1738","DLD",0.218440307440374,7.11685305290443,1.49400111871973,0.160537171036998,0.356299357604017,-5.90583067568883
"ENSG00000091542","ENSG00000091483","2271","FH",0.0827254210786983,6.93130133763647,0.454960373891893,0.65711340244459,0.999935043429934,-6.54698572475429,"ENSG00000091542","ENSG00000091483","2271","FH",0.17990996940777,6.93130133763647,0.983025130063905,0.344654798194759,0.555934989115333,-6.50719889640575
"ENSG00000100926","ENSG00000100889","5106","PCK2",0.269041845871046,4.24592044653307,0.663786337429818,0.519152505937104,0.999935043429934,-6.26785063454457,"ENSG00000100926","ENSG00000100889","5106","PCK2",0.204534303024291,4.24592044653307,0.484460897138508,0.636624542981709,0.787986993814378,-6.68684228921753
"ENSG00000111361","ENSG00000111275","217","ALDH2",-0.115244873583445,5.89530370998303,-0.864218788857412,0.404109889783935,0.999935043429934,-6.26618442362272,"ENSG00000111361","ENSG00000111275","217","ALDH2",0.285899475522918,5.89530370998303,2.09775828414245,0.0573638534180305,0.204873540050763,-4.973236152148
"ENSG00000111796","ENSG00000111716","3945","LDHB",-0.0858113709894804,0.67118529142915,-0.192693665856606,0.850363703679225,0.999935043429934,-5.8542716033402,"ENSG00000111796","ENSG00000111716","3945","LDHB",-1.61332937685326,0.67118529142915,-2.76232289492251,0.0169540576173771,0.115377229434455,-3.01490921608683
"ENSG00000120662","ENSG00000120437","39","ACAT2",-0.050550965216228,3.109140454957,-0.209868205153248,0.837228261580707,0.999935043429934,-6.19713872877867,"ENSG00000120662","ENSG00000120437","39","ACAT2",-0.487327712293342,3.109140454957,-2.04850418907633,0.0626175756872459,0.215343370046382,-4.67378677540262
"ENSG00000124942","ENSG00000124767","2739","GLO1",-1.15878852256369,6.52655926507178,-6.31306367473467,3.56191876973833e-05,0.0166740541448991,2.58747397313838,"ENSG00000124942","ENSG00000124767","2739","GLO1",-3.20741956643706,6.52655926507178,-16.6729712353137,8.9385544271059e-10,5.10664943839994e-06,12.7713970880848
"ENSG00000132017","ENSG00000131828","5160","PDHA1",0.0214051739849557,4.29400266831481,0.109633227554848,0.91447979371456,0.999935043429934,-6.42608695352281,"ENSG00000132017","ENSG00000131828","5160","PDHA1",0.285521538072333,4.29400266831481,1.51021853444249,0.156400593117931,0.350642938938534,-5.70145186275744
