"gene.id","ENSEMBL","ENTREZID","SYMBOL","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"ENSG00000005302","ENSG00000005249","5577","PRKAR2B",-0.327340442621709,7.42703441206134,-1.32899955828426,0.208124992370222,0.414867447744627,-6.11863649251984
"ENSG00000012817","ENSG00000012779","240","ALOX5",-0.513852381826347,5.66955978733937,-3.13720665910339,0.00840510030135883,0.0857584035107257,-3.11124639500347
"ENSG00000013523","ENSG00000013503","55703","POLR3B",-0.123498492727563,5.00607125445842,-0.611803433501422,0.551878893478152,0.726267565267846,-6.71968614846907
"ENSG00000041357","ENSG00000041353","5874","RAB27B",0.352902978391232,7.00597116736817,2.41344873236307,0.0323693018096154,0.155514904257843,-4.45403363183524
"ENSG00000048392","ENSG00000048342","57545","CC2D2A",-0.128506979604557,4.85368917310207,-0.905550100089611,0.382678374673164,0.592261408810946,-6.46958305892937
"ENSG00000051596","ENSG00000051382","5291","PIK3CB",0.232767424025212,4.19610103540793,0.961895010254882,0.354747134019217,0.565374131819493,-6.31716013249149
"ENSG00000055211","ENSG00000055163","26999","CYFIP2",-0.235749732684007,3.81592951748666,-1.04775807375002,0.315028310225227,0.527586765106731,-6.17399096894953
"ENSG00000070413","ENSG00000070371","8218","CLTCL1",-0.223096850821765,5.91422907238413,-0.905653567225208,0.382625724341781,0.592261408810946,-6.56093292661711
"ENSG00000072071","ENSG00000072041","55117","SLC6A15",0.408720475803319,5.42205489952665,1.80826640619833,0.0952189780277464,0.267101557971888,-5.39535375988004
"ENSG00000072849","ENSG00000072818","9744","ACAP1",0.0883077351848281,5.56640389738962,0.557597160269058,0.587187052432798,0.751021866078801,-6.79711463256962
"ENSG00000075702","ENSG00000075643","55034","MOCOS",0.346963162600707,0.527512254282566,0.900346028804044,0.385332972027189,0.594192127254343,-5.53046506746198
"ENSG00000076641","ENSG00000076554","7163","TPD52",-0.277162887060215,7.78372398110425,-1.44268837389979,0.174242635519623,0.37420772030527,-5.97513333742663
"ENSG00000078319","ENSG00000078269","8871","SYNJ2",0.24461248767411,3.78623191853831,1.28249427920686,0.223459201764876,0.433832620811936,-5.9064386970949
"ENSG00000080819","ENSG00000080709","3781","KCNN2",0.344125593355708,4.53188762772381,1.1378172460856,0.277010413316514,0.491935184680298,-6.17876965233134
"ENSG00000081177","ENSG00000081138","1005","CDH7",-0.164830030664538,3.25354079627969,-0.867013986368248,0.402635389796472,0.606867922160164,-6.2250012697294
"ENSG00000082074","ENSG00000081985","3595","IL12RB2",-1.82329549744745,8.3663519246547,-4.72679265093092,0.000467378472632149,0.0270779686074774,-0.227337591414723
"ENSG00000087589","ENSG00000087495","116154","PHACTR3",-1.93543432481555,3.05877830042789,-5.38789519792975,0.000153185891991955,0.0153225170425799,1.21249397298608
"ENSG00000092529","ENSG00000092377","90665","TBL1Y",-0.878641407123719,0.213229177869413,-1.56355668580094,0.143432465157556,0.333715733546496,-4.79611856011027
"ENSG00000092964","ENSG00000092850","27285","TEKT2",-0.750496654440153,3.37503093615686,-1.83463457356185,0.0910054696270447,0.260910585753382,-5.02654036926918
"ENSG00000099219","ENSG00000097096","84144","SYDE2",-0.172152624517393,4.22824096249137,-0.962157882708217,0.354620299242538,0.565334608641251,-6.33035323756643
"ENSG00000101343","ENSG00000101311","55612","FERMT1",-0.0510155741763338,5.79305536610891,-0.277518562785567,0.786020331842489,0.883904674118637,-6.93971079666477
"ENSG00000101445","ENSG00000101425","671","BPI",1.21926007999748,6.7463752660581,5.73572496048001,8.7284155333379e-05,0.0107524891564898,1.48990752812215
"ENSG00000102053","ENSG00000102010","660","BMX",-0.878867533859327,1.50065580140216,-2.13175338566278,0.0539812554533774,0.198723696939564,-4.21085672784105
"ENSG00000103363","ENSG00000103319","29904","EEF2K",0.403943749420189,5.66566529829358,2.26373230197215,0.0425472899159245,0.176004170006445,-4.68501345209141
"ENSG00000104047","ENSG00000103888","57214","CEMIP",-0.0805499757198882,3.57918440581708,-0.404068300413229,0.693143417717844,0.825802445032264,-6.60305246033351
"ENSG00000104299","ENSG00000104213","5157","PDGFRL",0.2975824801674,5.19464033431414,2.01752872469902,0.066147373750363,0.22155773182613,-5.0582138832785
"ENSG00000104419","ENSG00000104369","56704","JPH1",-0.804117959381079,4.79742601937397,-3.72849058972891,0.00279609746273478,0.0530352165419532,-1.92653471259172
"ENSG00000106100","ENSG00000106034","79974","CPED1",-0.591222440456438,2.63947754622171,-2.43825874531083,0.0309264065118837,0.151562703269923,-3.92007606235555
"ENSG00000106133","ENSG00000106070","2887","GRB10",-0.154022222283793,2.0658253297894,-0.405230246497132,0.692311571713959,0.825399584735988,-6.25662007534833
"ENSG00000106605","ENSG00000106537","27075","TSPAN13",0.0879888459476191,3.24553611965026,0.358995473913382,0.725723756433848,0.848296556286988,-6.53693887708464
"ENSG00000106692","ENSG00000106628","5425","POLD2",-0.0689852662130178,4.46914197679167,-0.34627311248802,0.735025568274959,0.853609749627186,-6.78524055986114
"ENSG00000108375","ENSG00000108244","25984","KRT23",-0.150908242784941,-0.114585290456598,-0.352257977808771,0.730644236045302,0.851292601230185,-5.79343232872471
"ENSG00000109084","ENSG00000108961","29098","RANGRF",0.182252865852135,5.50899282060438,0.490426858270661,0.632518095361832,0.785532892589963,-6.83766738655892
"ENSG00000109270","ENSG00000109158","2557","GABRA4",0.0520823630036129,5.567769877872,0.336731357974102,0.742030867701037,0.857391207483281,-6.90741974992134
"ENSG00000109805","ENSG00000109686","152503","SH3D19",0.516610668452145,-0.906715808163105,0.65228113698612,0.526297475329212,0.707960845261813,-5.46824644617385
