"gene.id","ENSEMBL","ENTREZID","SYMBOL","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"ENSG00000002549","ENSG00000002549","51056","LAP3",-0.182126005407776,5.87309922203109,-1.03838481512914,0.319198105149049,0.999935043429934,-6.10401759987988
"ENSG00000004468","ENSG00000004468","952","CD38",-0.43749957961205,4.04332070726139,-1.86968491405075,0.0856658831411226,0.999935043429934,-4.83461174185819
"ENSG00000013374","ENSG00000013364","9961","MVP",-0.0306289091963202,6.20143737725645,-0.10445786565775,0.918500628940577,0.999935043429934,-6.63723713613126
"ENSG00000026297","ENSG00000026103","355","FAS",-0.23971198571609,4.95786652762058,-0.529315323249374,0.606067353484443,0.999935043429934,-6.38465245540305
"ENSG00000026950","ENSG00000026751","57823","SLAMF7",-0.131151004445871,5.78411261017054,-0.311732104438975,0.760497730198725,0.999935043429934,-6.56151803392975
"ENSG00000043514","ENSG00000043462","3937","LCP2",-0.00123111110769951,4.18633460341444,-0.00713028110013427,0.994425970075965,0.999935043429934,-6.5171962038815
"ENSG00000055609","ENSG00000055332","5610","EIF2AK2",0.100196849884567,7.72878768937994,0.440592941160843,0.667199515470094,0.999935043429934,-6.54915679039716
"ENSG00000059588","ENSG00000059378","64761","PARP12",-0.172853201645536,5.28270791423649,-0.99093532220818,0.340930201801739,0.999935043429934,-6.08246763252718
"ENSG00000064115","ENSG00000064012","841","CASP8",-0.174338267124289,4.77226441014844,-0.847067042649262,0.413237186920439,0.999935043429934,-6.14116942828199
"ENSG00000065978","ENSG00000065911","10797","MTHFD2",-0.15480456504492,9.92502169297599,-0.925906944784685,0.37241591344914,0.999935043429934,-6.19800502184201
"ENSG00000066654","ENSG00000066583","51015","ISOC1",-0.0739253517126516,7.10632334510823,-0.544608176507756,0.595820120515609,0.999935043429934,-6.4974154741451
"ENSG00000067082","ENSG00000067057","5214","PFKP",0.0712611781338,7.46511594858064,0.255224713220229,0.802793806089184,0.999935043429934,-6.61733721102408
"ENSG00000073849","ENSG00000073756","5743","PTGS2",0.0383821164274881,9.06271197585148,0.218380124290075,0.830736802343031,0.999935043429934,-6.62270382500417
