"gene.id","ENSEMBL","ENTREZID","SYMBOL","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"ENSG00000008441","ENSG00000008438","8993","PGLYRP1",-0.0795274272957397,4.40439114406265,-0.280675304586951,0.783654058323946,0.999935043429934,-6.48983099694146
"ENSG00000038532","ENSG00000038427","1462","VCAN",-0.105280070399042,5.82084176241193,-0.848340581111585,0.412554776818935,0.999935043429934,-6.27891643101237
"ENSG00000099284","ENSG00000099250","8829","NRP1",0.212694500902656,0.652680311860789,0.394297375330078,0.700154901718845,0.999935043429934,-5.55419259820902
"ENSG00000102317","ENSG00000102265","7076","TIMP1",-0.200287389338082,8.58598551400605,-0.907978532888779,0.381443960213125,0.999935043429934,-6.22679714957272
"ENSG00000112877","ENSG00000112715","7422","VEGFA",0.159114127460738,2.65338387974634,0.6438234127443,0.531585816461197,0.999935043429934,-5.89493326099251
"ENSG00000119280","ENSG00000118971","894","CCND2",0.145824250217431,3.39178238235272,0.994096950356462,0.339449663606253,0.999935043429934,-5.87201702394106
"ENSG00000138660","ENSG00000138448","3685","ITGAV",-0.489222074113354,5.26427352003997,-2.97149596376441,0.0114645966847893,0.482626528784493,-3.09098362118833
"ENSG00000142534","ENSG00000142192","351","APP",-0.0599105644596244,10.6219683523228,-0.394802077367878,0.699792021165998,0.999935043429934,-6.55285505303151
"ENSG00000146386","ENSG00000146072","27242","TNFRSF21",-0.251823978127679,6.82651134822629,-0.932603243684161,0.369082454358661,0.999935043429934,-6.20737269016898
"ENSG00000159445","ENSG00000159167","6781","STC1",0.162813828802585,5.34984740704224,0.472794707036693,0.644690887901853,0.999935043429934,-6.48616458351932
"ENSG00000160695","ENSG00000160293","7410","VAV2",-0.157794487776914,5.71783426819745,-1.10038452647595,0.29236513816675,0.999935043429934,-6.01820524029151
"ENSG00000163349","ENSG00000163132","4487","MSX1",-0.0439588167781139,7.79224999688166,-0.343387958354701,0.737141186792521,0.999935043429934,-6.58973447029675
"ENSG00000163584","ENSG00000163430","11167","FSTL1",0.0472881052762556,5.81106897360263,0.151049022759242,0.882401469409769,0.999935043429934,-6.63770041238206
"ENSG00000163904","ENSG00000163737","5196","PF4",-0.0430019831040531,5.12833937551252,-0.28794242222409,0.778215272391178,0.999935043429934,-6.55240389668014
"ENSG00000168826","ENSG00000168542","1281","COL3A1",-0.0945808604404843,3.0614989804948,-0.457768015837474,0.65515051537516,0.999935043429934,-6.1716390065988
"ENSG00000174953","ENSG00000174640","6578","SLCO2A1",-0.0593299135429958,7.18647268070985,-0.33882529274066,0.740491466833392,0.999935043429934,-6.59104562460662
"ENSG00000175768","ENSG00000175445","4023","LPL",0.0187412801173993,5.87402377148246,0.0894826641134968,0.930147971979625,0.999935043429934,-6.65120044915447
