"gene.id","ENSEMBL","ENTREZID","SYMBOL","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"ENSG00000004455","ENSG00000004455","204","AK2",-0.114445179114197,7.19551246440977,-0.763626166494295,0.459577527126211,0.999935043429934,-6.35059876001359
"ENSG00000004779","ENSG00000004779","4706","NDUFAB1",0.0531080361638413,5.2336686238769,0.199212914515755,0.845371901408368,0.999935043429934,-6.58961530724579
"ENSG00000010270","ENSG00000010256","7384","UQCRC1",0.0600822103052925,4.30915073715244,0.347192924267706,0.734351566015877,0.999935043429934,-6.45385386795407
"ENSG00000027847","ENSG00000027697","3459","IFNGR1",0.101601956410934,3.54595238176014,0.428613267591784,0.675661619424404,0.999935043429934,-6.24826372446282
"ENSG00000042493","ENSG00000042445","54884","RETSAT",0.482321844815895,1.33140992183466,1.04388715586882,0.316745421064885,0.999935043429934,-5.19477445696558
"ENSG00000050748","ENSG00000050628","5733","PTGER3",-0.0775551360842377,5.47441648572452,-0.553823191335233,0.589688673257183,0.999935043429934,-6.44395133691289
"ENSG00000062582","ENSG00000062485","1431","CS",0.211303320026873,4.6759045831584,1.1920561294115,0.255870811080434,0.999935043429934,-5.83465183084934
"ENSG00000065600","ENSG00000065534","4638","MYLK",0.0453982257961678,3.13716608735762,0.221514183720147,0.828349916003093,0.999935043429934,-6.23382587578127
"ENSG00000065911","ENSG00000065833","4199","ME1",-0.0295215188252228,7.99388285719339,-0.0774213976710399,0.939541336694405,0.999935043429934,-6.64986030585381
"ENSG00000069956","ENSG00000069849","483","ATP1B3",-0.00454252221810844,6.19620734301745,-0.0225311657681653,0.982387924500035,0.999935043429934,-6.65737119410027
"ENSG00000076248","ENSG00000076108","11176","BAZ2A",0.30432906304606,4.24756695843176,1.1611205450814,0.267768533778683,0.999935043429934,-5.73082563957379
"ENSG00000078114","ENSG00000078070","56922","MCCC1",-0.13147349392958,-0.663742795722409,-0.0817595319803552,0.936161610291132,0.999935043429934,-5.44628135106147
"ENSG00000079482","ENSG00000079435","3991","LIPE",0.214604907913984,-0.529489600563626,0.518523218641816,0.613351906184273,0.999935043429934,-5.3149173982982
"ENSG00000079819","ENSG00000079739","5236","PGM1",0.0488231022018767,5.0608510938113,0.24963283310814,0.807017515464102,0.999935043429934,-6.58315149974652
"ENSG00000084463","ENSG00000084234","334","APLP2",-0.134690945812244,7.55274073787949,-1.00649931585677,0.333686719721468,0.999935043429934,-6.13387179984087
"ENSG00000091317","ENSG00000091140","1738","DLD",0.024513039023823,7.11685305290443,0.168428181638881,0.8690015633076,0.999935043429934,-6.6382008602337
"ENSG00000095787","ENSG00000095637","10580","SORBS1",0.030274253443513,7.96113166555236,0.160668214377197,0.874979782871737,0.999935043429934,-6.63861956624382
"ENSG00000099991","ENSG00000099968","23786","BCL2L13",0.417677511079334,6.11679459454378,2.41236719805219,0.0324336544224321,0.797418188457401,-4.12562785542242
"ENSG00000100092","ENSG00000100075","6576","SLC25A1",0.152913920596999,4.42672348575884,0.558299988880463,0.586721786074223,0.999935043429934,-6.23014315555142
"ENSG00000100364","ENSG00000100347","25813","SAMM50",0.258422151017111,5.69105028940541,1.55856456075412,0.144605610855522,0.999935043429934,-5.46606335104489
"ENSG00000100429","ENSG00000100412","50","ACO2",0.803617326699391,2.01745666020508,1.93994061827412,0.075812616144242,0.999935043429934,-4.22143889198329
"ENSG00000100650","ENSG00000100612","51635","DHRS7",-0.0444108707794844,7.80088899525011,-0.184216883429697,0.85686448211727,0.999935043429934,-6.63419230344787
"ENSG00000104853","ENSG00000104823","1891","ECH1",-0.0292848379986363,6.15333576552546,-0.220514439149001,0.829111124488703,0.999935043429934,-6.62982979826566
"ENSG00000104960","ENSG00000104918","56729","RETN",-0.216548579683708,5.02811110174324,-1.15506326879961,0.270147568192229,0.999935043429934,-5.88851547140705
"ENSG00000105329","ENSG00000105281","6510","SLC1A5",0.891462065045754,6.91911699849807,4.31656792878915,0.000961468096871745,0.11365718320899,-0.695068379896183
"ENSG00000105404","ENSG00000105379","2109","ETFB",0.532913286190363,3.9355058421124,1.78284106682461,0.0994474853869926,0.999935043429934,-4.88053038422457
"ENSG00000107669","ENSG00000107537","5264","PHYH",0.0253067099529401,5.66845963196493,0.194136336309425,0.849258457122513,0.999935043429934,-6.61997165675899
"ENSG00000109680","ENSG00000109519","80273","GRPEL1",-0.141992996205216,1.04057025769436,-0.39087465159393,0.70261787027498,0.999935043429934,-5.62963693572682
"ENSG00000110042","ENSG00000109919","23788","MTCH2",0.979856864980403,0.662390325062831,1.18481007217239,0.258619929920637,0.999935043429934,-5.02344835876536
"ENSG00000110955","ENSG00000110871","84274","COQ5",-0.0181778699674841,8.63756529319287,-0.0740662018042965,0.942156127033543,0.999935043429934,-6.65003709455497
"ENSG00000111361","ENSG00000111275","217","ALDH2",-0.115244873583445,5.89530370998303,-0.864218788857412,0.404109889783935,0.999935043429934,-6.26618442362272
"ENSG00000111752","ENSG00000111684","10162","LPCAT3",0.160699301139118,4.99543441988169,0.96283447019324,0.35429399717694,0.999935043429934,-6.11483557088513
"ENSG00000111845","ENSG00000111775","1337","COX6A1",-0.114545343186494,5.81876570914544,-0.55886552491815,0.586347545989387,0.999935043429934,-6.49362561652483
"ENSG00000112972","ENSG00000112769","3910","LAMA4",0.229039685103862,9.29614979633335,0.550359874277899,0.591989236029716,0.999935043429934,-6.48417794159537
"ENSG00000113734","ENSG00000113594","3977","LIFR",0.00331569458457237,3.21075116091789,0.0148190954483067,0.988415664552396,0.999935043429934,-6.27151587385634
"ENSG00000114125","ENSG00000113916","604","BCL6",0.0641078429052891,4.97812198974027,0.270275382480543,0.791458163188727,0.999935043429934,-6.54657854310218
"ENSG00000114686","ENSG00000114480","2632","GBE1",-0.0273547652922595,6.93354556368621,-0.140906309355884,0.890239686557611,0.999935043429934,-6.64300890524533
"ENSG00000115339","ENSG00000115255","92840","REEP6",-0.801177122153874,-0.371288337847594,-1.0439471109161,0.316718772810421,0.999935043429934,-4.99817130373776
"ENSG00000115484","ENSG00000115361","33","ACADL",-0.0275227788470768,8.1588695925414,-0.110523038258252,0.913788728314339,0.999935043429934,-6.64644549079115
"ENSG00000115561","ENSG00000115459","84173","ELMOD3",-0.0702319514720419,6.03896469444684,-0.559905067100883,0.585659960643302,0.999935043429934,-6.48394466481402
"ENSG00000116299","ENSG00000116171","6342","SCP2",-0.0796047305708506,3.77177252222761,-0.261681007841032,0.797925249719137,0.999935043429934,-6.3184220563094
"ENSG00000116815","ENSG00000116717","1647","GADD45A",2.07367125297763,0.768849543441943,4.44239708691864,0.000768911883818692,0.0988854480915401,-0.533885314032628
"ENSG00000117228","ENSG00000117054","34","ACADM",-0.302893055015363,7.64626820007705,-0.487522721776792,0.634515466765068,0.999935043429934,-6.52719528108992
"ENSG00000117281","ENSG00000117118","6390","SDHB",-0.89720101319475,-0.710268575258466,-1.56214636546214,0.143763053951059,0.999935043429934,-4.45639369946507
"ENSG00000120805","ENSG00000120675","29103","DNAJC15",-0.149533352034691,5.99805612686862,-0.790990043973976,0.444028601815271,0.999935043429934,-6.32918249820839
"ENSG00000121903","ENSG00000121691","847","CAT",0.70174298611953,1.29192578675768,2.02672908829864,0.06508013486579,0.999935043429934,-4.06100975724469
"ENSG00000123179","ENSG00000122971","35","ACADS",0.18438962788747,3.62325862687359,0.761557285742546,0.460766958520747,0.999935043429934,-6.00480641847328
"ENSG00000123219","ENSG00000123080","1031","CDKN2C",-0.446675062489497,2.00832468991309,-0.439633602472728,0.667875431343159,0.999935043429934,-5.75994361072997
"ENSG00000123240","ENSG00000123091","26994","RNF11",-0.155777493871496,6.09013064599317,-0.657577345876182,0.523001399856871,0.999935043429934,-6.42023878135786
"ENSG00000123297","ENSG00000123096","8082","SSPN",-0.101515870572682,4.68984037006424,-0.369318410498308,0.718209535467319,0.999935043429934,-6.48988305326468
"ENSG00000123453","ENSG00000123243","80760","ITIH5",1.35364182995036,3.47910139038651,4.34145663729737,0.000919753537998062,0.109835465869299,-0.445652225404647
"ENSG00000125818","ENSG00000125730","718","C3",-0.014681908309004,6.88953941578521,-0.106966244556751,0.916551521983655,0.999935043429934,-6.64998249848719
"ENSG00000126814","ENSG00000126561","6776","STAT5A",-0.162900460272205,4.55981668067483,-0.980427347767,0.345884348133793,0.999935043429934,-6.04562853141371
"ENSG00000127418","ENSG00000127083","4958","OMD",0.337876432540481,3.45874864558353,1.71136773282897,0.112249817906401,0.999935043429934,-4.98163160319161
"ENSG00000128159","ENSG00000127884","1892","ECHS1",-0.112990690846286,5.24625474388204,-0.384755777529469,0.707029732926227,0.999935043429934,-6.50885292658416
"ENSG00000128245","ENSG00000127948","5447","POR",-0.0947842514253628,5.47483493224044,-0.37989563335549,0.710541947784063,0.999935043429934,-6.50922961606215
"ENSG00000128585","ENSG00000128311","7263","TST",-0.108263004542148,6.72455152526002,-0.725979374142137,0.481522868688551,0.999935043429934,-6.38160942946774
"ENSG00000128739","ENSG00000128590","4189","DNAJB9",-0.055164923021261,6.60565000017062,-0.301564184991282,0.768053727970199,0.999935043429934,-6.60956335390177
"ENSG00000128881","ENSG00000128609","4698","NDUFA5",0.106726103415141,4.96246587213409,0.516026709033975,0.61504320860213,0.999935043429934,-6.4099795513459
"ENSG00000130348","ENSG00000130203","348","APOE",-0.0346578468197805,4.74823332063804,-0.273225365015279,0.789242059175771,0.999935043429934,-6.51811324632958
"ENSG00000130479","ENSG00000130304","376497","SLC27A1",0.293872591508974,4.46310272960974,0.921514495173636,0.37461388518898,0.999935043429934,-6.05741339654425
"ENSG00000130818","ENSG00000130717","83549","UCK1",0.0243671455401177,4.53006223759922,0.157832427170604,0.877166480404109,0.999935043429934,-6.51333405771611
"ENSG00000132382","ENSG00000132170","5468","PPARG",-0.0314163183883196,6.98254414249828,-0.170839074909522,0.867145927825144,0.999935043429934,-6.63653244476174
"ENSG00000132465","ENSG00000132305","10989","IMMT",0.653535719641537,1.25717163555161,0.554693115087951,0.589111543036356,0.999935043429934,-5.74990221005566
"ENSG00000132563","ENSG00000132423","51805","COQ3",2.02858035204438,0.796980808229858,4.85551568973773,0.000374379684829069,0.0706671847024935,0.256456877815967
"ENSG00000133138","ENSG00000133027","10400","PEMT",0.711814160036349,1.02416551093813,1.00730156774074,0.333316402342631,0.999935043429934,-5.19940002694215
"ENSG00000135205","ENSG00000135018","29979","UBQLN1",0.242212540744057,0.567847534840267,0.466620054464516,0.648979462597345,0.999935043429934,-5.59171659110181
"ENSG00000135365","ENSG00000135218","948","CD36",0.261439592368575,4.95119797804073,0.746059801050082,0.469738187573277,0.999935043429934,-6.27225057526103
"ENSG00000135541","ENSG00000135424","3679","ITGA7",-0.161056700623217,4.05295328845363,-0.71784779778,0.486346250915495,0.999935043429934,-6.2114502990714
"ENSG00000136634","ENSG00000136448","4836","NMT1",1.38379786407854,-1.00600175743992,1.14726694767338,0.273233606552569,0.999935043429934,-4.86985558083312
