"G03_G02_T03.gene.id","G03_G02_T03.ENSEMBL","G03_G02_T03.ENTREZID","G03_G02_T03.SYMBOL","G03_G02_T03.logFC","G03_G02_T03.AveExpr","G03_G02_T03.t","G03_G02_T03.P.Value","G03_G02_T03.adj.P.Val","G03_G02_T03.B","G03_G02_T04.gene.id","G03_G02_T04.ENSEMBL","G03_G02_T04.ENTREZID","G03_G02_T04.SYMBOL","G03_G02_T04.logFC","G03_G02_T04.AveExpr","G03_G02_T04.t","G03_G02_T04.P.Value","G03_G02_T04.adj.P.Val","G03_G02_T04.B"
"ENSG00000010310","ENSG00000010295","25900","IFFO1",-0.135431735258037,-0.0285765873984637,-0.328494308754116,0.748097745528344,0.999935043429934,-5.6179856944467,"ENSG00000010310","ENSG00000010295","25900","IFFO1",-0.564208339098972,-0.0285765873984637,-1.16716983663865,0.26540885049629,0.4795553153247,-5.2118215673151
"ENSG00000015532","ENSG00000015520","29881","NPC1L1",-0.153766424732886,4.32248124849351,-0.613381416805411,0.550868851758438,0.999935043429934,-6.24290553602548,"ENSG00000015532","ENSG00000015520","29881","NPC1L1",-0.0242307040975335,4.32248124849351,-0.0996076504892618,0.922270987076601,0.959749009581848,-6.8166663067225
"ENSG00000022567","ENSG00000022556","55655","NLRP2",0.0160702707390682,4.37058806293099,0.0987284303138106,0.922954670377038,0.999935043429934,-6.51223627168857,"ENSG00000022567","ENSG00000022556","55655","NLRP2",0.345902352834384,4.37058806293099,2.04344029513899,0.0631824028334496,0.216079386428948,-4.91627154215805
"ENSG00000024048","ENSG00000023909","2730","GCLM",-0.135643937681041,6.70148285534898,-1.01378368803942,0.330335229889709,0.999935043429934,-6.13302613643605,"ENSG00000024048","ENSG00000023909","2730","GCLM",-0.300531218873557,6.70148285534898,-2.22232459749939,0.0458615309359603,0.18227179363362,-4.78148995176218
"ENSG00000025708","ENSG00000025434","10062","NR1H3",-0.151968397385658,1.62028593259201,-0.214628457767947,0.833596369379682,0.999935043429934,-5.53089790900901,"ENSG00000025708","ENSG00000025434","10062","NR1H3",1.25207323727522,1.62028593259201,2.18381855486122,0.0491616976093406,0.189505713808338,-4.02619759772876
"ENSG00000029363","ENSG00000029153","56938","ARNTL2",-0.172945210768582,8.73200976156622,-1.19182039516035,0.255959886414214,0.999935043429934,-5.93676641266341,"ENSG00000029363","ENSG00000029153","56938","ARNTL2",0.0199408829256786,8.73200976156622,0.13762455471074,0.892778437044536,0.944943731846517,-6.99865849904523
"ENSG00000048544","ENSG00000048540","55885","LMO3",-0.0463458241551607,5.6508431937291,-0.284298488114782,0.780940920784354,0.999935043429934,-6.59669657924968,"ENSG00000048544","ENSG00000048540","55885","LMO3",0.30870720999013,5.6508431937291,1.85253963738868,0.0882412273721313,0.2570791844501,-5.35373317718972
"ENSG00000048649","ENSG00000048545","2978","GUCA1A",-0.10420398759873,6.69269104902686,-0.627673535503167,0.541767577257757,0.999935043429934,-6.45068528657795,"ENSG00000048649","ENSG00000048545","2978","GUCA1A",-0.491027897283334,6.69269104902686,-2.92011571736171,0.0126224685119686,0.101456558376077,-3.53907306474652
"ENSG00000051382","ENSG00000051180","5888","RAD51",0.0710495778499399,5.41675096249773,0.452711560902529,0.658687525019699,0.999935043429934,-6.50570066495857,"ENSG00000051382","ENSG00000051180","5888","RAD51",-0.256046198669554,5.41675096249773,-1.60828521867588,0.133283543788903,0.320889409574305,-5.6987847816341
"ENSG00000055917","ENSG00000055732","55283","MCOLN3",-0.0376266251752374,8.40931214008038,-0.322157472937831,0.752777066950548,0.999935043429934,-6.5980113340319,"ENSG00000055917","ENSG00000055732","55283","MCOLN3",-0.334097772051469,8.40931214008038,-2.86099792945743,0.0140991099482507,0.106521551791077,-3.65558509251488
