"G03_G02_T03.gene.id","G03_G02_T03.ENSEMBL","G03_G02_T03.ENTREZID","G03_G02_T03.SYMBOL","G03_G02_T03.logFC","G03_G02_T03.AveExpr","G03_G02_T03.t","G03_G02_T03.P.Value","G03_G02_T03.adj.P.Val","G03_G02_T03.B","G03_G02_T04.gene.id","G03_G02_T04.ENSEMBL","G03_G02_T04.ENTREZID","G03_G02_T04.SYMBOL","G03_G02_T04.logFC","G03_G02_T04.AveExpr","G03_G02_T04.t","G03_G02_T04.P.Value","G03_G02_T04.adj.P.Val","G03_G02_T04.B"
"ENSG00000001084","ENSG00000001084","2729","GCLC",-0.139390373690853,5.9651647323704,-0.652069053752545,0.526429713172445,0.999935043429934,-6.43513384302991,"ENSG00000001084","ENSG00000001084","2729","GCLC",-0.379464701748317,5.9651647323704,-1.71038043665569,0.112436488504516,0.291502929767024,-5.57179295992829
"ENSG00000008405","ENSG00000008394","4257","MGST1",-0.0984702674759624,5.97635101049178,-0.542907285769286,0.596955424848278,0.999935043429934,-6.50241690929252,"ENSG00000008405","ENSG00000008394","4257","MGST1",0.446806420769113,5.97635101049178,2.34860038976881,0.0364530963691325,0.163370106732729,-4.52993734802935
"ENSG00000023608","ENSG00000023572","51022","GLRX2",-0.0853678328804626,4.06711047545043,-0.250337575797105,0.806484850385757,0.999935043429934,-6.45935238660765,"ENSG00000023608","ENSG00000023572","51022","GLRX2",0.384439671897962,4.06711047545043,1.05042078812231,0.313851155170833,0.526897155209333,-6.21342483046543
"ENSG00000024048","ENSG00000023909","2730","GCLM",-0.135643937681041,6.70148285534898,-1.01378368803942,0.330335229889709,0.999935043429934,-6.13302613643605,"ENSG00000024048","ENSG00000023909","2730","GCLM",-0.300531218873557,6.70148285534898,-2.22232459749939,0.0458615309359603,0.18227179363362,-4.78148995176218
"ENSG00000064989","ENSG00000064932","22904","SBNO2",0.430747189578962,0.451037373825833,0.890112619695608,0.390589922821778,0.999935043429934,-5.22912238123483,"ENSG00000064989","ENSG00000064932","22904","SBNO2",-0.42123561708479,0.451037373825833,-0.926698976915918,0.372020542045229,0.582585045875036,-5.54844114237077
"ENSG00000065548","ENSG00000065518","4710","NDUFB4",-0.115256860835076,6.98209084699854,-0.628930922965489,0.540970929316946,0.999935043429934,-6.44554259010615,"ENSG00000065548","ENSG00000065518","4710","NDUFB4",0.299279046395876,6.98209084699854,1.62389885132595,0.129890934231431,0.316086913206369,-5.72323907605591
"ENSG00000067082","ENSG00000067057","5214","PFKP",0.0712611781338,7.46511594858064,0.255224713220229,0.802793806089184,0.999935043429934,-6.61733721102408,"ENSG00000067082","ENSG00000067057","5214","PFKP",-0.0179478231568397,7.46511594858064,-0.0641077189680946,0.949921044589408,0.974058177940054,-7.00330138881946
"ENSG00000074800","ENSG00000074706","26034","IPCEF1",-0.151187242104324,11.1194999588309,-0.404823705647625,0.692602569896577,0.999935043429934,-6.54415081525128,"ENSG00000074800","ENSG00000074706","26034","IPCEF1",0.839917863735226,11.1194999588309,2.25451662438639,0.0432646190367768,0.177279294419315,-4.71310762760362
"ENSG00000087111","ENSG00000087086","2512","FTL",-0.271655239704893,5.26521944787797,-1.86666297753086,0.0861147830685598,0.999935043429934,-4.96153484350247,"ENSG00000087111","ENSG00000087086","2512","FTL",0.0947883473170492,5.26521944787797,0.653560045333992,0.525500457630469,0.70764960857039,-6.71869198578448
"ENSG00000103257","ENSG00000103222","4363","ABCC1",0.255321366648775,9.12106803710268,0.630371361479539,0.540059116038664,0.999935043429934,-6.43372026250244,"ENSG00000103257","ENSG00000103222","4363","ABCC1",1.57557648081484,9.12106803710268,3.90776302342509,0.00201204629367043,0.0465496588254057,-1.70959783004254
"ENSG00000103489","ENSG00000103415","3163","HMOX2",0.0254021910775924,6.31561674061819,0.108826377995367,0.915106490915072,0.999935043429934,-6.63644861429801,"ENSG00000103489","ENSG00000103415","3163","HMOX2",-0.373026743209859,6.31561674061819,-1.59373468672074,0.136514376970146,0.325382434558375,-5.75923058491424
"ENSG00000104738","ENSG00000104687","2936","GSR",0.0604385965453573,5.08645073664952,0.148176042497597,0.884620409777727,0.999935043429934,-6.398362532803,"ENSG00000104738","ENSG00000104687","2936","GSR",0.944035290661868,5.08645073664952,2.54939401714936,0.0251912148017285,0.137671257778214,-4.07780683025658
"ENSG00000112195","ENSG00000112096","6648","SOD2",-0.612494691498834,4.17341499420905,-1.2433537254632,0.237059261908634,0.999935043429934,-5.58948208906796,"ENSG00000112195","ENSG00000112096","6648","SOD2",1.10417987147346,4.17341499420905,2.41083082677862,0.0325252821960284,0.15557450179572,-4.24471769766513
"ENSG00000115866","ENSG00000115694","10494","STK25",-0.148485830290058,6.75093893120514,-0.772614520010495,0.454432513029806,0.999935043429934,-6.34682720417796,"ENSG00000115866","ENSG00000115694","10494","STK25",0.249172821099424,6.75093893120514,1.28629395849182,0.222173030812198,0.432627450847779,-6.17317976201854
"ENSG00000117592","ENSG00000117450","5052","PRDX1",-0.132683298022452,6.6821730389265,-0.991771683080761,0.340538095363755,0.999935043429934,-6.1545183730062,"ENSG00000117592","ENSG00000117450","5052","PRDX1",-0.0164759306848082,6.6821730389265,-0.121980716623299,0.904896968149195,0.950035764317119,-6.99650347490659
"ENSG00000119523","ENSG00000119383","5524","PTPA",0.0160040846394671,4.77591491473051,0.0744355409227669,0.94186825657586,0.999935043429934,-6.59845242963209,"ENSG00000119523","ENSG00000119383","5524","PTPA",0.206931029271365,4.77591491473051,0.888155171031124,0.391601043231407,0.599200261783327,-6.46863139307437
"ENSG00000121903","ENSG00000121691","847","CAT",0.70174298611953,1.29192578675768,2.02672908829864,0.06508013486579,0.999935043429934,-4.06100975724469,"ENSG00000121903","ENSG00000121691","847","CAT",0.114664921932275,1.29192578675768,0.353186595176818,0.729965306307889,0.850881756703689,-6.09878669805276
"ENSG00000123352","ENSG00000123131","10549","PRDX4",0.171789540376087,2.53836768286238,0.729961029136296,0.479171812029395,0.999935043429934,-5.84921764022092,"ENSG00000123352","ENSG00000123131","10549","PRDX4",0.132039949681512,2.53836768286238,0.557772977465767,0.587070644944123,0.751021866078801,-6.29787375301497
"ENSG00000129646","ENSG00000129355","1032","CDKN2D",0.534409173638391,-0.0348169990073552,0.910453103983074,0.380188927270698,0.999935043429934,-5.1128822580758,"ENSG00000129646","ENSG00000129355","1032","CDKN2D",-0.665274857939772,-0.0348169990073552,-1.2290109715333,0.242205022823613,0.454615137466679,-5.15156457083302
"ENSG00000130724","ENSG00000130592","4046","LSP1",-0.12715138198712,5.89382779553963,-0.733227602675827,0.477248272015071,0.999935043429934,-6.36545464678062,"ENSG00000130724","ENSG00000130592","4046","LSP1",0.556104244106896,5.89382779553963,3.16665077907876,0.00795419746526871,0.0833711129997511,-3.07339199275036
"ENSG00000132141","ENSG00000131871","55829","SELENOS",0.51618446506704,-0.0712970014541923,1.22241237532379,0.244601946725985,0.999935043429934,-4.88973447906344,"ENSG00000132141","ENSG00000131871","55829","SELENOS",0.0379095898436176,-0.0712970014541923,0.0914091067225259,0.928648627001485,0.962875421440452,-5.85999721262873
"ENSG00000136888","ENSG00000136810","7295","TXN",-0.167779238473816,6.9363154441805,-1.24332183181885,0.237070607221057,0.999935043429934,-5.87973577384647,"ENSG00000136888","ENSG00000136810","7295","TXN",-0.25782890148937,6.9363154441805,-1.8938795453816,0.0821478940940691,0.247031736309389,-5.31560290189846
"ENSG00000142507","ENSG00000142168","6647","SOD1",0.0269845491129531,5.86309158776558,0.110542920713016,0.913773287578484,0.999935043429934,-6.63843506261135,"ENSG00000142507","ENSG00000142168","6647","SOD1",0.811880132971766,5.86309158776558,3.27862735823765,0.00645061073007528,0.0766230003311243,-2.86378029300054
"ENSG00000153187","ENSG00000152804","3087","HHEX",-0.0972257221367972,10.0983417801248,-0.703539109260925,0.494904788911981,0.999935043429934,-6.3792107011015,"ENSG00000153187","ENSG00000152804","3087","HHEX",0.163529458991853,10.0983417801248,1.18627363545338,0.258062810267781,0.472504271576305,-6.28156476853716
"ENSG00000168056","ENSG00000167815","7001","PRDX2",0.963910673940802,5.07466952401222,1.91737815141504,0.0788577630132445,0.999935043429934,-4.88388344839434,"ENSG00000168056","ENSG00000167815","7001","PRDX2",-0.569012308673049,5.07466952401222,-1.09870764358186,0.293067793784841,0.508645798020814,-6.29527488866613
"ENSG00000171490","ENSG00000171223","3726","JUNB",-0.0111324665162002,8.63372896396609,-0.0751679884222809,0.941297397378663,0.999935043429934,-6.64897848609859,"ENSG00000171490","ENSG00000171223","3726","JUNB",-0.0321998757364403,8.63372896396609,-0.217651017406448,0.831292340420531,0.909726381366988,-6.98395638101788
"ENSG00000172159","ENSG00000171867","5621","PRNP",0.601796779052336,-0.596009726263176,0.694430286963465,0.500400055784684,0.999935043429934,-5.15099155172049,"ENSG00000172159","ENSG00000171867","5621","PRNP",-0.474714419855453,-0.596009726263176,-0.607030292619238,0.554940331898712,0.728763743001049,-5.56457946261875
"ENSG00000173540","ENSG00000173221","2745","GLRX",0.0677171778516032,4.13290211479409,0.176387498312659,0.862878524539069,0.999935043429934,-6.43462472724428,"ENSG00000173540","ENSG00000173221","2745","GLRX",0.95210419682862,4.13290211479409,2.4520702796329,0.0301502470106453,0.150311538113741,-4.18893345966317
"ENSG00000176170","ENSG00000175806","4482","MSRA",2.81557110341448,-0.186082105057049,3.46623221145035,0.00454553512773756,0.295322292145111,-1.97421022990742,"ENSG00000176170","ENSG00000175806","4482","MSRA",3.09678014841614,-0.186082105057049,3.71909171235294,0.00284497139771653,0.0533289317232418,-1.44192526235366
"ENSG00000177868","ENSG00000177556","475","ATOX1",-0.00683942505509972,2.70870696987531,-0.0220572435726814,0.982758312504106,0.999935043429934,-6.18424145708577,"ENSG00000177868","ENSG00000177556","475","ATOX1",-0.457324125583913,2.70870696987531,-1.40935408550739,0.183663525307141,0.385372620574142,-5.51843849147265
"ENSG00000182810","ENSG00000182511","2242","FES",0.0430228235561337,4.5143692790468,0.254237680785955,0.803538872990449,0.999935043429934,-6.51363251774738,"ENSG00000182810","ENSG00000182511","2242","FES",0.208964829452009,4.5143692790468,1.17338569565708,0.263001027120117,0.477119984558475,-6.15501765900818
"ENSG00000184840","ENSG00000184470","10587","TXNRD2",0.0698275692303943,6.45538989017662,0.218458251282332,0.830677279656077,0.999935043429934,-6.63260973525427,"ENSG00000184840","ENSG00000184470","10587","TXNRD2",0.577471902510982,6.45538989017662,1.78548923785437,0.0989993256680453,0.271969274247214,-5.48428872841532
"ENSG00000185252","ENSG00000184983","4700","NDUFA6",0.0203028891205323,3.82969241073921,0.0941832657187677,0.92649000965147,0.999935043429934,-6.37887711821262,"ENSG00000185252","ENSG00000184983","4700","NDUFA6",0.0502185350862098,3.82969241073921,0.233673145269347,0.819106811646718,0.902823746800173,-6.71075374825802
"ENSG00000198246","ENSG00000197971","4155","MBP",0.249420482482658,2.33094860711997,0.965985658531629,0.352777068878225,0.999935043429934,-5.58268695273355,"ENSG00000198246","ENSG00000197971","4155","MBP",0.24761537511197,2.33094860711997,0.985108961987421,0.343670777299906,0.55491545092255,-5.92202695720631
"ENSG00000198719","ENSG00000198431","7296","TXNRD1",0.600614266657726,0.748019487628457,1.34223326270557,0.203921673826648,0.999935043429934,-4.88531002347572,"ENSG00000198719","ENSG00000198431","7296","TXNRD1",0.408085266650294,0.748019487628457,0.939187916319937,0.365825000646923,0.576201465702066,-5.6089995939153
"ENSG00000211721","ENSG00000211445","2878","GPX3",0.20496112237257,4.0865447164122,1.15725578059987,0.269284566172826,0.999935043429934,-5.82590586510173,"ENSG00000211721","ENSG00000211445","2878","GPX3",0.143543403770653,4.0865447164122,0.752553517740532,0.46596590109244,0.662358671260152,-6.48308488374157
