"G03_G02_T03.gene.id","G03_G02_T03.ENSEMBL","G03_G02_T03.ENTREZID","G03_G02_T03.SYMBOL","G03_G02_T03.logFC","G03_G02_T03.AveExpr","G03_G02_T03.t","G03_G02_T03.P.Value","G03_G02_T03.adj.P.Val","G03_G02_T03.B","G03_G02_T04.gene.id","G03_G02_T04.ENSEMBL","G03_G02_T04.ENTREZID","G03_G02_T04.SYMBOL","G03_G02_T04.logFC","G03_G02_T04.AveExpr","G03_G02_T04.t","G03_G02_T04.P.Value","G03_G02_T04.adj.P.Val","G03_G02_T04.B"
"ENSG00000001630","ENSG00000001630","1595","CYP51A1",0.284883119772623,8.26268288588047,0.88136140206731,0.395124235206431,0.999935043429934,-6.25227357757181,"ENSG00000001630","ENSG00000001630","1595","CYP51A1",0.514396309813824,8.26268288588047,1.59202080811958,0.136899374861624,0.325757379719117,-5.77456840685501
"ENSG00000012174","ENSG00000012171","7869","SEMA3B",-0.000678952814326326,3.89254689207589,-0.00415192369210138,0.996754253192701,0.999935043429934,-6.3911685777688,"ENSG00000012174","ENSG00000012171","7869","SEMA3B",0.135407929907182,3.89254689207589,0.834334712705755,0.420100997640616,0.622570846573145,-6.39084943462834
"ENSG00000067113","ENSG00000067064","3422","IDI1",-0.1288733971501,3.67613833537802,-0.584172764633224,0.56972947682628,0.999935043429934,-6.20616042669703,"ENSG00000067113","ENSG00000067064","3422","IDI1",-0.659379464923028,3.67613833537802,-2.88312002728004,0.0135274813148229,0.104392141888689,-3.3369039089859
"ENSG00000068028","ENSG00000067992","5165","PDK3",0.120274434904921,4.44332500266717,0.407697131972131,0.6905468966778,0.999935043429934,-6.45501700387639,"ENSG00000068028","ENSG00000067992","5165","PDK3",0.337262976962505,4.44332500266717,1.07922949559314,0.301323278473263,0.515855226444207,-6.24601248490911
"ENSG00000100628","ENSG00000100600","5641","LGMN",0.0702226465363379,-1.1112642101912,0.0708229976572071,0.94468430762513,0.999935043429934,-5.1176215179516,"ENSG00000100628","ENSG00000100600","5641","LGMN",0.973436796811129,-1.1112642101912,1.20696622152214,0.250285997829014,0.463349451233465,-4.92178055705888
"ENSG00000101294","ENSG00000101255","57761","TRIB3",-0.0665362969097222,6.60219377731922,-0.42575931610951,0.677684456929302,0.999935043429934,-6.56080700650796,"ENSG00000101294","ENSG00000101255","57761","TRIB3",0.505183190078114,6.60219377731922,3.1999393385676,0.00747362415143084,0.0808957686424048,-3.02425378573207
"ENSG00000104679","ENSG00000104537","312","ANXA13",0.0227282429096065,4.02268970459837,0.125819340815296,0.901920933459573,0.999935043429934,-6.40233974050378,"ENSG00000104679","ENSG00000104537","312","ANXA13",0.0499412539989527,4.02268970459837,0.279611299276268,0.784451379396279,0.883440964161296,-6.73386948471063
"ENSG00000104687","ENSG00000104549","6713","SQLE",-0.0513769769179643,7.06918392998116,-0.349652595462388,0.732550348682295,0.999935043429934,-6.5868934675541,"ENSG00000104687","ENSG00000104549","6713","SQLE",0.399191705904974,7.06918392998116,2.69220131295131,0.0193222794138125,0.123001644691452,-3.95251289515154
"ENSG00000104853","ENSG00000104823","1891","ECH1",-0.0292848379986363,6.15333576552546,-0.220514439149001,0.829111124488703,0.999935043429934,-6.62982979826566,"ENSG00000104853","ENSG00000104823","1891","ECH1",0.463674121687563,6.15333576552546,3.44154146394606,0.00475938340999501,0.0679047726685408,-2.57048725545508
"ENSG00000105819","ENSG00000105755","23474","ETHE1",0.0441360606554224,6.27746094709974,0.298022802318064,0.770691294192809,0.999935043429934,-6.60965127407472,"ENSG00000105819","ENSG00000105755","23474","ETHE1",-0.0898889591303506,6.27746094709974,-0.598600926598938,0.560369592044343,0.732165383018303,-6.80984880048495
